count	reward_sum	squared_reward_sum	length
575	64.15230782795697	10083.602044934434	383
576	328.2147847581655	172.7752112695178	698
577	329.28158572874963	171.01191041984507	700
578	328.54372762003914	166.0893039585372	718
579	327.2553654750809	167.06379542851823	715
580	327.8592641521245	172.3681344803175	696
581	-85.18807427585125	10005.211321965917	92
582	328.06825941987336	168.52084231639995	713
583	-24.639449883252382	10033.828131340884	216
584	327.76984126586467	170.51616992492697	703
585	327.1093933619559	170.63300780483874	703
586	327.03845793008804	163.08352784051996	731
587	328.0145065365359	169.28423926768562	705
588	326.70525951497257	166.61282862582146	719
589	328.91392791457474	169.19735360679374	711
590	327.55028766207397	169.41659124137698	717
591	327.1903140563518	163.85484705172843	725
592	328.64029673766345	171.73181737650376	698
593	328.4382974784821	165.50631052500904	721
594	86.91312919184566	10092.346462700225	450
595	328.7284913416952	169.51906858153532	708
596	328.69367213360965	169.26370978013827	714
597	328.03276025503874	173.1269960823571	699
598	328.7738324329257	172.91980605105036	695
599	325.3931584265083	166.2619358943944	741
600	176.8551805820316	10142.98720514983	603
601	327.0480639524758	164.4725152654611	728
602	328.8222870109603	172.91827127956668	693
603	328.4106151852757	170.33075926699567	706
604	329.8256068751216	172.61444328271216	697
605	329.5646710228175	171.30922565192736	701
606	327.32536498922855	166.22921240377195	716
607	328.33951132837683	169.75122150736559	706
608	7.439962774515152	10051.390432844653	279
609	328.71223187446594	172.58986513308537	689
610	328.48764010332525	168.50515459701649	708
611	327.2588125746697	164.72012881659495	722
612	163.04180986480787	10137.399035230233	558
613	329.419064396061	174.8181126528957	688
614	330.54087246209383	181.62572518462366	666
615	145.88320440240204	10120.820854079124	568
616	327.76233676448464	170.47731050004722	703
617	326.6443262472749	167.4333450134581	709
618	329.3830503541976	176.29561642735197	683
619	329.2023658370599	174.7091010463688	690
620	329.69459499605	170.70124313543636	703
621	39.748016426339746	10069.967085977014	338
622	329.4603162370622	178.27575344411758	670
623	121.40433708019555	10115.842981781438	486
624	328.4891761317849	174.60307961340985	675
625	329.31850185990334	177.3699030122201	680
626	328.39847704581916	174.17106719669266	688
627	329.859962224029	174.79009601209344	688
628	327.6704172724858	168.8848227999274	704
629	329.2571845119819	178.14740493126422	671
630	327.57468310464174	169.76359706562448	708
631	328.50123498309404	170.88045620543727	698
632	329.4886326896958	169.8643913684638	707
633	328.03753436449915	170.09297579679247	702
634	329.9791781967506	175.78027267221483	678
635	327.70961114391685	172.01447460816968	696
636	119.36941606830806	10114.536710595514	483
637	326.72862086445093	170.1166358687248	699
638	329.1154705043882	170.89161657531204	706
639	329.23920322209597	176.59512552982957	676
640	330.7090480327606	176.7939963096971	688
641	329.31792467460036	169.75559577133365	706
642	329.3690738081932	175.11239993833334	684
643	330.5047554024495	182.72499061842333	659
644	329.95492802374065	171.74682744538634	698
645	329.86332413367927	172.9743891635116	691
646	327.78580435179174	165.50052928834756	712
647	329.95045004598796	176.5482730758933	679
648	328.356226792559	172.7589407482277	693
649	327.881743283011	176.04179152890353	684
650	328.6733662998304	170.24356035417176	703
651	330.34078709222376	175.72393913960005	688
652	328.59895821660757	167.47287091609053	708
653	329.10384029103443	173.23931877645137	690
654	329.9191473592073	176.1067215249006	677
655	329.73313766531646	178.7088830084416	672
656	328.61428511235863	174.69712244346067	684
657	328.54806100204587	175.28844741254872	680
658	329.4079937366769	177.13802062104088	678
659	24.674647426232696	10063.032135856804	293
660	329.87401285395026	178.61192134664844	671
661	330.21570358239114	182.18441995879533	666
662	329.0571963803377	178.87277196343962	679
663	329.3971571959555	176.10005040231943	678
664	-14.679847789928317	10042.224216807703	222
665	329.8810436408967	176.50872838090365	685
666	328.6563396481797	171.55335161182904	693
667	329.95105180796236	180.63803945503687	663
668	330.702464427799	181.67110571926702	661
669	330.041714229621	185.0031610791138	646
670	329.88845888432115	180.51984843000483	666
671	330.05624394863844	180.17273697154386	670
672	330.89146974217147	176.6874225286512	681
673	11.771862006746233	10053.866929491449	283
674	329.6749285720289	182.02513935824766	656
675	329.0968299340457	177.2669237016351	674
676	328.88790573738515	174.27767733987127	686
677	327.77188093960285	172.36375374588835	689
678	329.9299053568393	177.93185030661957	677
