count	reward_sum	squared_reward_sum	length
491	-79.93215332967029	6.651751155567804	2000
492	-132.8276846913733	9.972529148735003	2000
493	-139.55121780834895	10007.789015550701	1314
494	-161.9234840977379	10009.960834247915	1348
495	-72.60791379612735	5.3687595177377645	2000
496	-76.30326327712665	6.745580365803429	2000
497	-85.04094784375336	6.670294219407572	2000
498	-88.66109961472745	6.548152304310117	2000
499	-101.55825373784667	8.318869389224627	2000
500	-109.14201548364531	8.404088227418892	2000
501	-81.94585618508147	6.094886513320174	2000
502	-100.95213321508498	8.091673322015259	2000
503	-107.66083785421479	7.716576964617056	2000
504	-107.10436705293174	6.904148426193825	2000
505	-79.32668976315902	7.874554521739172	2000
506	-123.57365681002102	10008.391192836954	283
507	-89.880781274049	8.220397454310843	2000
508	-87.90303090230042	7.934291627788729	2000
509	-93.18688094610728	10002.907495577123	162
510	-89.42921695182451	5.752430203479437	2000
511	-95.82076788967586	11.791270778305373	2000
512	-105.56220397740927	10004.205663268713	582
513	-100.54417275077527	10.829567490358823	2000
514	-93.38634820228275	10004.96645250326	445
515	-98.65114410728805	10003.677368553725	234
516	-105.1986460203895	10006.220232006268	673
517	-134.14214511500884	10014.339872580249	757
518	-101.4876497104603	10.156775778516165	2000
519	-74.41471682681932	5.779237968281534	2000
520	-83.48546203896043	4.6136483709456995	2000
521	-92.66376501064985	7.758118688726738	2000
522	-93.73864799526201	5.768183175204598	2000
523	-112.68365838045293	10004.786914693204	41
524	-112.53526624554458	10003.516584968767	74
525	-112.87885550366342	10005.114207325043	40
526	-111.16635189790978	10003.900409955697	52
527	-106.83743779439102	35.2423879052337	2000
528	-102.12680925336313	17.29448279765478	2000
529	-96.10685900240418	8.74550317242001	2000
530	-108.51152852530328	12.338532021036949	2000
531	-88.32030044878161	9.99462287940376	2000
532	-107.07275789618733	10001.552300931544	40
533	-107.94675427387888	10001.75776317877	38
534	-99.08366026383807	9.827151524172223	2000
535	-76.46833919618379	10.440783427534546	2000
536	-106.67856695696625	11.237293852464088	2000
537	-111.35033391631302	8.587698286879377	2000
538	-103.0541249245107	8.506447154641494	2000
539	-99.56495992287199	7.724998205893764	2000
540	-103.1578878852146	10005.581661332906	451
541	-95.79524380215149	8.104328540489517	2000
542	-85.77097319612534	7.161053774205656	2000
543	-90.45892198146375	10002.183243583228	117
544	-89.13975667845722	10003.222852409237	105
545	-77.08905820328084	7.298206591680467	2000
546	-72.82168915086137	10.8777683431988	2000
547	-131.93701733734773	10014.79482533435	479
548	-92.11499254604671	10006.570270580203	243
549	-106.35060613030112	14.261697014541292	2000
550	-76.63965231388337	9.241078068425573	2000
551	-124.91537940806042	13.274728321746856	2000
552	-111.6869760916804	16.028735293825537	2000
553	-94.66342252684028	10003.344302221738	251
554	-72.48795898756282	7.887227945200239	2000
555	-94.6191728419895	5.358987662769921	2000
556	-114.03767934312616	7.395425617851778	2000
557	-115.10187102533149	7.666640228688717	2000
558	-89.16761401710976	4.976868895149076	2000
559	-85.01230777457447	9.031953595400719	2000
560	-114.72717696870237	9.264638795209708	2000
561	-180.35939431556906	10008.508684179946	1851
562	-100.44034545218848	6.3608553882627294	2000
563	-82.10138472524866	8.375179669616186	2000
564	-61.89538814008439	5.091282973230124	2000
565	-69.69077804698854	5.465814963979301	2000
566	-112.67354648521547	11.683976274320736	2000
567	-86.92152948961984	7.530926924150512	2000
568	-98.03395464815101	6.518983649352462	2000
569	-97.56434432329677	6.497826836122204	2000
570	-90.24475200608356	10005.41869080882	155
571	-93.8042999665155	7.557152331159309	2000
572	-87.82002450342988	10003.801598155875	224
573	-88.33138412268438	12.947746727810184	2000
574	-100.73434105517487	23.48495891506913	2000
575	-193.88691888138598	10010.651355790815	1919
576	-90.87480051084206	9.207463116959083	2000
577	-71.16947292758881	11.257845243588084	2000
578	-104.49057865650015	9.468659802201723	2000
579	-94.61395457627097	10001.800687717603	114
580	-108.19016072710082	11.169271416923525	2000
581	-115.07197362940003	11.899372607448264	2000
582	-99.35406322749327	7.793006258889057	2000
583	-93.9075163519335	11.369287627005717	2000
584	-96.06366682027432	11.344947572366793	2000
585	-180.37449380789587	10007.949031482805	1871
586	-95.39328752008512	8.639089909775812	2000
587	-69.60290415354373	7.110072116316104	2000
588	-96.47605354665383	9.403353045515052	2000
589	-108.74947786725434	10016.857825390307	886
590	-97.54678723619001	7.60352308862415	2000
591	-94.44861026257435	7.461609666482456	2000
592	-77.99934731608904	10.761872501402902	2000
593	-80.06785979662295	10007.553720141286	356
594	-85.0431283369026	9.69221473382895	2000
595	-77.60550577145425	10.693703091142138	2000
596	-142.5347640214191	10005.839805281947	1323
597	-94.33247103964877	10003.754993462164	282
598	-95.68715059460051	8.88087444893671	2000
599	-113.09191445861381	7.519944333776425	2000
600	-103.41037669649033	8.842417764878192	2000
601	-60.82903412879649	8.204041606365179	2000
602	-91.84329459796761	10002.070997556872	217
603	-120.77494314774229	10.127829293141572	2000
604	-111.36907464167363	10010.337252018848	515
605	-103.25484023182808	8.099021746106706	2000
606	-96.78365552949849	8.703338676195244	2000
607	-93.75187752608694	7.084735631962216	2000
608	-100.60027553297118	9.309974742127388	2000
609	-94.8327349363844	15.754242500756646	2000
610	-85.21537743748102	13.080617219786483	2000
611	-41.40621966727652	6.533173403139318	2000
612	-100.8070316989377	15.897428464887644	2000
613	-95.25878074362528	6.8418865743815385	2000
614	-77.91942688269697	8.44656689932795	2000
615	-105.18125533320286	12.893288727665134	2000
616	-72.14202345393372	10007.887165065415	260
617	-93.6857283490921	10001.792627485305	104
618	-112.02781096701582	12.756857722731029	2000
619	-65.61442646617573	8.279810847144416	2000
620	-46.48933105150206	4.713888617792236	2000
621	-81.4557391361331	10007.192781724285	193
622	-126.5334015820226	11.265257740677786	2000
623	-94.59800314605022	10.649894742369789	2000
624	-78.40372856827543	6.261123713950399	2000
625	-60.061302268975076	4.684182386498274	2000
626	-67.88988600286073	8.440459355026107	2000
627	-105.97465123118312	10.63112613715934	2000
628	-84.65927355497962	6.658621176678827	2000
629	-85.88957669523147	7.832246361260471	2000
630	-81.2134827393185	9.809542185007484	2000
631	-78.51005183910237	10005.851997904007	377
